#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
7972202;61486650084425;DIAGNOSTICOS DA AMERICA S A;SP;Guaratinguetá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3861554;61486650039128;FRISCHMANN AISENGART MED DIAG CARMO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512223;61486650039551;FRISCHMANN AISENGART MED DIAG BARAO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295828;61486650082210;FRISCHMANN AISENGART MED DIAG PILARZINHO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6438849;61486650042188;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PALLADIUM;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3479218;61486650041025;FRISCHMANN AISENGART MED DIAG BATEL;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6849474;61486650058777;FRISCHMANN AISENGART MED DIAG BOA VISTA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7968566;44649812021720;CENTRO CLINICO INTERLAGOS;SP;São Paulo;POLICLINICA;PALC;SBPC/ML
6762433;47673793008824;AFIP PENHA;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9589023;13790573000370;MADP MEDICINA DIAGNOSTICA;PR;Guaratuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7943199;5465560003070;LAB GHANEM PSC SHOPPING MUELLER;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3712990;5465560000135;LAB GHANEM PSC CENTRO;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5014387;50699404000274;SANCET NOVE DE JULHO;SP;Suzano;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9354336;6788751000958;SABIN MEDICINA DIAGNOSTICA;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287205;75317495002715;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2913437;2278625003241;CONFIANCE MEDICINA DIAGNOSTICA;SP;Valinhos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3553582;6750956000197;UNILAB;SP;Jarinu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3904008;61486650040487;FRISCHMANN AISENHGART;PR;Campo Largo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9068910;61486650035050;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 04;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2332833;4572038000190;LABORATORIO AMARAL COSTA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6611648;4572038000432;LABORATORIO AMARAL COSTA UNIDADE PATIO BELEM;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7627653;19378769006700;INSTITUTO HERMES PARDINI S A UNIDADE PEDRO II;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368146;19378769001814;LABORATORIO HERMES PARDINI UNIDADE BELVEDERE;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368162;19378769001229;INSTITUTO HERMES PARDINI UNIDADE CIDADE NOVA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368243;19378769003604;LABORATORIO HERMES PARDINI UNIDADE ALIPIO DE MELO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6492487;21516281001262;LABORATORIO GERALDO LUSTOSA UNIDADE FRANCISCO SALES;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9447822;19378769008827;INSTITUTO HERMES PARDINI FILIAL SAVASSI;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
35009;21516281003710;LABORATORIO GERALDO LUSTOSA UNIDADE CENTRO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7349742;21516281002820;LABORATORIO GERALDO LUSTOSA UNIDADE BARREIRO II;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7422148;19378769008401;INSTITUTO HERMES PARDINI TIROL;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7799810;19378769007936;INSTITUTO HERMES PARDINI S A FILIAL SANTA MONICA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2695014;19378769000176;INSTITUTO HERMES PARDINI AIMORES 66;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662564;19378769007774;INSTITUTO HERMES PARDINI FILIAL MILIONARIOS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662548;19378769008746;INSTITUTO HERMES PARDINI S A FILIAL GUARANI;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7653263;19378769006611;INSTITUTO HERMES PARDINI S A FILIAL PIO XII;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9704930;19378769005488;INSTITUTO HERMES PARDINI FILIAL CONTAGEM CENTRO;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
377619;19378769019942;INSTITUTO HERMES PARDINI FILIAL ALPHAVILLE;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9955208;13503479003731;LABCHECAP CAMINHO DAS ARVORES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9944591;13503479004380;LABCHECAP;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9709746;13503479002506;LABCHECAP GRACA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3813959;32637787000193;LABORATORIO SABIN PITUBA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7938020;32637787001750;LABORATORIO SABIN GRACA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3181200;13503479000120;LABCHECAP LABORATORIO DE ANALISES CLINICAS;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7229445;13503479001950;LABCHECAP MATATU;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7229518;13503479002255;LABCHECAP CAMINHO DE AREIA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6082580;60840055009430;A MEDICINA DIAGNOSTICA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9675027;4844523000507;OMNIMAGEM MILLENIUM RIOMAR;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
9422080;7229823000213;MAXI CLINICA;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
5861888;61486650031143;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366550;7038425000724;LABORATORIO CLEMENTINO FRAGA VARJOTA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7477724;7038425001453;LABORATORIO CLEMENTINO FRAGA MARAPONGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171504;61486650031224;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7870353;718528007618;LABORATORIO SABIN DE ANALISES CLINICAS PRACA 14;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7843690;718528008428;LABORATORIO SABIN DE ANALISES CLINICAS PARQUE 10;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6733921;12433420000140;DB DIAGNOSTICOS;PR;São José dos Pinhais;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9396438;2325140000670;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7675542;1588888003537;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7807937;1588888003456;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7807775;1588888004002;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344224;61486650032115;ATALAIA SUL 1;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344267;61486650032700;ATALAIA NOVA SUICA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344194;61486650032387;ATALAIA COIMBRA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7729898;1588888003618;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2339714;1588888000198;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9346244;15009798001777;POSTO DE COLETA UNIDADE GASTROCLINICA;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6575250;1588888001917;PADRAO LABORATORIO CLINICO;GO;Trindade;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9430687;718528012450;SABIN MEDICINA DIAGNOSTICA PATIO CAPITAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027988;718528001504;SABIN MEDICINA DIAGNOSTICA TAGUATINGA NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6314120;718528005321;SABIN MEDICINA DIAGNOSTICA SOBRADINHO Q1;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7775555;718528009661;SABIN MEDICINA DIAGNOSTICA GAMA CENTRAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771800;718528006808;SABIN MEDICINA DIAGNOSTICA VICENTE PIRES II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6071503;718528004600;SABIN MEDICINA DIAGNOSTICA CEILANDIA HRC;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9019499;718528003388;SABIN MEDICINA DIAGNOSTICA MED CENTER;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7773269;718528002497;SABIN MEDICINA DIAGNOSTICA BRAZLANDIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7891431;718528010910;SABIN MEDICINA DIAGNOSTICA CLEO OCTAVIO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027694;718528000109;SABIN MEDICINA DIAGNOSTICA MATRIZ SAA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6520413;718528003540;SABIN MEDICINA DIAGNOSTICA JARDIM BOTANICO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027767;718528001334;SABIN MEDICINA DIAGNOSTICA GAMA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9428208;718528012611;SABIN MEDICINA DIAGNOSTICA SOBRADINHO QD 09;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6517994;718528003701;SABIN MEDICINA DIAGNOSTICA EXTRA CEILANDIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027945;718528000605;SABIN MEDICINA DIAGNOSTICA 914 SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9322299;1032209002224;CHECK UP POSTO DE COLETA VASCONCELOS;MG;Uberlândia;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6235220;1032209000523;CKECK UP POSTO DE COLETA TIBERY;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9697055;1032209002305;CHECK UP POSTO DE COLETA SAO JORGE;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
447803;1875153001621;QUANTUM;SP;Bragança Paulista;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7044666;44649812019238;HOSPITAL RENASCENCA CAMPINAS;SP;Campinas;HOSPITAL GERAL;PALC;SBPC/ML
9588647;46043998000706;SABIN MEDICINA DIAGNOSTICA BARAO GERALDO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6107281;2278625000650;CONFIANCE MEDICINA DIAGNOSTICA CHAPADAO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2080753;50486026000160;HOSPITAL E MATERNIDADE SAO JOAQUIM;SP;Franca;HOSPITAL GERAL;PALC;SBPC/ML
3512339;61486650041700;FRISCHMANN AISENGART;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6438857;61486650041530;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PINHEIRINHO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3479161;61486650040800;FRISCHMANN AISENGART MED DIAG ALTO DA XV;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6603009;61486650040304;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA FAZENDA RIO GRAND;PR;Fazenda Rio Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7568185;44649812030550;CENTRO MEDICO ABC;SP;São Bernardo do Campo;POLICLINICA;PALC;SBPC/ML
9896163;49649239001158;POSTO DE COLETA LABORATORIO TAJARA CIDADE NORTE;SP;São José do Rio Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9022384;45697141001620;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9261753;45697141001204;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9360581;44649812025041;NOTRE DAME INTERMEDICA SAUDE;SP;São Paulo;POLICLINICA;PALC;SBPC/ML
5150108;44649812021216;QUALIVIDA ANGELICA;SP;São Paulo;POLICLINICA;PALC;SBPC/ML
901350;47673793021332;AFIP PREMIUM;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7516118;19378769008665;NTO NUCLEO TECNICO OPERACIONAL HERMES PARDINI SANTANA SP;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7330804;15519353000170;MENDELICS ANALISE GENOMICA;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
894796;47673793017734;AFIP MOOCA;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7878419;61486650035645;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS;PR;Foz do Iguaçu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6632114;19378769020606;INSTITUTO HERMES PARDINI SOLUCAO;SC;Itajaí;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7943245;5465560002502;LAB GHANEM PSC COSTA E SILVA PRONTOMED;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
427438;1875153001702;QUANTUM;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7119453;44649812000995;CENTRO CLINICO DE VARZEA PAULISTA;SP;Várzea Paulista;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
9043845;61486650035211;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 12;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9660968;61486650083372;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA UNIDADE PINHAIS;PR;Pinhais;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
38563;50699404001165;SANCET SKYMALL;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9272984;4572038000785;AMARAL COSTA MEDICINA DIAGNOSTICA BASILICA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7979827;4572038001838;AMARAL COSTA MEDICINA DIAGNOSTICA BATISTA CAMPOS;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6611680;4572038000513;LABORATORIO AMARAL COSTA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9525246;12478186000410;LABORATORIO VICENTE LEMOS;PE;Exu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9289208;4572038001242;LABORATORIO AMARAL COSTA CASTANHAL PRESIDENTE VARGAS;PA;Castanhal;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7631227;19378769007260;INSTITUTO HERMES PARDINI S A FILIAL PLANALTO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368073;19378769002039;INSTITUTO HERMES PARDINI UNIDADE MANGABEIRAS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6492509;21516281002153;LABORATORIO GERALDO LUSTOSA UNIDADE CIDADE NOVA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368170;19378769001300;INSTITUTO HERMES PARDINI UNIDADE BARREIRO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368197;19378769001571;INSTITUTO HERMES PARDINI UNIDADE BARROCA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9169989;19378769010996;INSTITUTO HERMES PARDINI S A FILIAL CORACAO EUCARISTICO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3127230;21516281000100;LABORATORIO GERALDO LUSTOSA UNIDADE MATRIZ;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3282406;3724613000160;LAB REDE;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7830521;21516281003478;LABORATORIO GERALDO LUSTOSA UNIDADE BURITIS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6681069;21516281002404;LABORATORIO GERALDO LUSTOSA UNIDADE TUPIS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9710450;19378769007421;INSTITUTO HERMES PARDINI FILIAL FIAT 1;MG;Betim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7525680;20810453000271;POSTO DE COLETA DO LABORATORIO DE ANALISES CLINICA;MG;Caratinga;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7364334;15194004000800;LABORATORIOS FUNDACAO JOSE SILVEIRA ITAIGARA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180292;32637787001165;LABORATORIO SABIN IMBUI;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3943313;13503479000201;LABCHECAP BROTAS I;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6888518;13503479001445;LABCHECAP PARALELA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7354029;19378769007502;INSTITUTO HERMES PARDINI FILIAL SETE LAGOAS;MG;Sete Lagoas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
930121;16422811000200;LABORATORIO JOAO LEMOS CENTRO;CE;Juazeiro do Norte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7009097;4844523000337;MILLENIUM;CE;Maracanaú;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
817929;12478186001140;LABORATORIO DE ANALISES CLINICAS VICENTE LEMOS;CE;Potengi;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
5366569;7038425000309;LABORATORIO CLEMENTINO FRAGA BAIRRO DE FATIMA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366585;7038425000481;LABORATORIO CLEMENTINO FRAGA CIDADE DOS FUNCIONARIOS;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2529130;7215031000109;LABORATORIO DE PATOLOGIA CLINICA DR GASPAR VIANA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3586332;44375228000131;LABORATORIO DR JOELSON LTDA;SP;Assis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
812382;1875153001893;UNILAB;SP;Atibaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9370226;718528009157;LABORATORIO SABIN;GO;Águas Lindas de Goiás;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9745181;2325140000327;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9250956;2325140000599;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9344217;718528003973;LABORATORIO SABIN FORMOSA;GO;Formosa;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7675631;1588888003294;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7404018;61486650066605;ATALAIA MEDICINA DIAGNOSTICA;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344259;61486650032034;ATALAIA ELDORADO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344291;61486650032468;ATALAIA BUENO 2;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7729944;1588888003880;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7778996;15009798001009;LABORATORIO CARLOS CHAGAS UNIDADE IMAGENS;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7301103;61486650047309;DIAGNOSTICO DA AMERICA S A;GO;Trindade;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
